# SN x0 x1 c t0 tpkoff SIM_x0 SIM_x1 SIM_c SIM_t0 SALT2_x0 SALT2_x1 SALT2_c SALT2_t0
429 6.6484104484e-05 -0.5088433191 0.0318106272 54012.2265620000 0.0000000000 8.7254000000e-05 -0.3442000000 -0.0147000000 54012.23 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
430 1.1463532380e-04 -1.8685271538 -0.0475096572 54011.2539060000 0.0000000000 1.4631000000e-04 -1.9060000000 0.0384000000 54011.25 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
431 2.0611588523e-04 0.3559940421 0.0203594141 54010.2070310000 0.0000000000 2.6515000000e-04 0.2449000000 -0.0017000000 54010.21 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
432 9.6682413262e-05 1.2584462788 -0.0155834483 54014.0351560000 0.0000000000 1.2762000000e-04 1.2610000000 -0.0574000000 54014.04 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
433 8.1396600463e-05 -0.4887145963 0.0139356306 54012.9843750000 0.0000000000 1.0391000000e-04 -0.3267000000 -0.0342000000 54012.98 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
434 1.4007650500e-03 -0.3039551659 0.0620953995 54021.9921880000 0.0000000000 1.8179000000e-03 -0.2940000000 0.0939000000 54021.99 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
435 1.2158716937e-04 -0.2871391498 -0.0510105700 54014.6328120000 0.0000000000 1.5305000000e-04 -0.2945000000 -0.0702000000 54014.63 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
436 6.5484911486e-05 0.2268989123 0.0426483990 54013.4726560000 0.0000000000 8.7527000000e-05 0.1172000000 0.0138000000 54013.47 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
437 1.3699014199e-04 -0.8128705496 -0.1021415026 54010.9531250000 0.0000000000 1.6671000000e-04 -0.7175000000 -0.0924000000 54010.95 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
438 2.5817639005e-04 0.5897324385 -0.0945353455 54009.7929690000 0.0000000000 3.0909000000e-04 0.5608000000 -0.1016000000 54009.79 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
439 1.4304670066e-04 0.3069037369 -0.1226353446 54011.8085940000 0.0000000000 1.9351000000e-04 0.3086000000 -0.1162000000 54011.81 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
440 2.8645750725e-04 -0.7371617348 0.0027160538 54021.3242190000 0.0000000000 3.4788000000e-04 -0.6252000000 0.0264000000 54021.32 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
441 7.9728742764e-05 0.5491584024 -0.0274111950 54024.9765620000 0.0000000000 1.0031000000e-04 0.6068000000 -0.0502000000 54024.98 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
442 3.5202782774e-04 1.1267652120 -0.0461571438 54027.3593750000 0.0000000000 4.4068000000e-04 1.2541000000 -0.0499000000 54027.36 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
443 1.6802317193e-04 0.2149462686 -0.1144777013 54025.6523440000 0.0000000000 2.0422000000e-04 0.2425000000 -0.1298000000 54025.65 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
444 9.7745790948e-05 0.8883499586 0.0645681193 54024.8398440000 0.0000000000 1.1667000000e-04 0.9738000000 0.0697000000 54024.84 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
445 9.2235175828e-05 -1.0468878251 -0.0317477423 54023.7734380000 0.0000000000 1.2039000000e-04 -0.7717000000 -0.0783000000 54023.77 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
446 2.4321891490e-04 0.9628650000 -0.1459911883 54026.4726560000 0.0000000000 3.0297000000e-04 1.0222000000 -0.1266000000 54026.47 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
447 5.4666087417e-05 -0.1528235689 -0.0929460267 54025.3750000000 0.0000000000 7.1375000000e-05 -0.3269000000 -0.0561000000 54025.38 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
448 2.7549344981e-04 0.5367163922 -0.1601365000 54029.1875000000 0.0000000000 3.3535000000e-04 0.6167000000 -0.1018000000 54029.19 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
449 4.0574091342e-05 -1.6362383502 0.1702043008 54028.2734380000 0.0000000000 5.5652000000e-05 -1.3444000000 0.1268000000 54028.27 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
450 8.8639647753e-05 1.2235711861 -0.0353277621 54027.1914060000 0.0000000000 1.1154000000e-04 1.2581000000 -0.0269000000 54027.19 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
451 7.5537456750e-05 -0.6906994380 -0.1084616537 54030.9296880000 0.0000000000 9.3168000000e-05 -0.3200000000 -0.1442000000 54030.93 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
452 6.9406668104e-05 -1.3059035335 -0.0205886689 54031.0976560000 0.0000000000 8.7005000000e-05 -1.2841000000 0.0078000000 54031.10 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
453 8.0109037833e-05 0.7495602708 -0.0385116257 54033.2343750000 0.0000000000 1.0286000000e-04 0.6319000000 -0.0554000000 54033.23 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
454 1.5093793067e-04 0.9635144707 0.0527821853 54032.8085940000 0.0000000000 1.8444000000e-04 0.9044000000 0.1366000000 54032.81 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
455 7.4336946191e-05 0.5090797967 0.0201457370 54026.3398440000 0.0000000000 9.6160000000e-05 0.4644000000 0.0039000000 54026.34 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
456 6.9314422254e-05 -0.3871759074 -0.1780313803 54035.9101560000 0.0000000000 8.5004000000e-05 -0.3758000000 -0.1146000000 54035.91 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
457 1.3814262267e-04 0.8456281479 -0.0476666173 54038.0937500000 0.0000000000 1.7472000000e-04 0.8400000000 -0.0521000000 54038.09 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
458 1.0960797839e-04 -0.0189494995 0.0124886889 54035.1796880000 0.0000000000 1.3902000000e-04 0.1248000000 -0.0358000000 54035.18 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
459 1.6313905203e-04 0.6056007111 -0.0409315656 54038.0664060000 0.0000000000 1.9642000000e-04 0.9851000000 -0.0038000000 54038.07 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
460 7.4208364319e-05 0.2015850438 -0.0745502043 54037.4179690000 0.0000000000 9.5833000000e-05 -0.0865000000 -0.0528000000 54037.42 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
461 1.5073220709e-04 1.5705473381 -0.1365066955 54041.3281250000 0.0000000000 1.8638000000e-04 1.6139000000 -0.0566000000 54041.33 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
462 1.3698553830e-04 1.0851045102 -0.0096039582 54038.2500000000 0.0000000000 1.7277000000e-04 1.1194000000 -0.0224000000 54038.25 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
463 1.3269017659e-04 -0.2457470464 -0.1268861750 54037.0039060000 0.0000000000 1.6913000000e-04 -0.1109000000 -0.0923000000 54037.00 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
464 4.8381821711e-05 -1.0211319607 0.0394459878 54036.6718750000 0.0000000000 5.9406000000e-05 -0.9781000000 -0.0131000000 54036.67 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
465 9.7833275563e-05 0.6912979717 -0.0769684548 54039.0195310000 0.0000000000 1.1926000000e-04 0.8432000000 -0.0485000000 54039.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
466 2.6215617094e-04 0.7436701607 -0.0678201427 54041.5781250000 0.0000000000 3.3230000000e-04 0.8714000000 -0.0638000000 54041.58 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
467 9.5680737653e-05 -0.2888120085 -0.0220494854 54041.0273440000 0.0000000000 1.2033000000e-04 -0.3053000000 0.0268000000 54041.03 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
468 6.7710808933e-05 -1.7088655828 0.0877820298 54042.6054690000 0.0000000000 8.2022000000e-05 -1.4632000000 0.1218000000 54042.61 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
469 8.5922494219e-05 0.0416848694 -0.0146173781 54040.2890620000 0.0000000000 1.0744000000e-04 -0.3638000000 -0.0189000000 54040.29 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
470 1.1846975803e-04 1.0299674720 0.0230900607 53634.0195310000 0.0000000000 1.5486000000e-04 0.8962000000 -0.0330000000 53634.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
471 9.7836126317e-05 0.5050567599 -0.1539600289 54044.2539060000 0.0000000000 1.2986000000e-04 0.3325000000 -0.2116000000 54044.25 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
472 1.0220610272e-04 0.9839927522 -0.0996923541 54047.8046880000 0.0000000000 1.3452000000e-04 0.8101000000 -0.0641000000 54047.80 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
473 8.6177508623e-05 -2.4004608192 0.0289520981 54041.5507810000 0.0000000000 1.0598000000e-04 -2.4204000000 0.0113000000 54041.55 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
474 9.5151576366e-05 -0.3663067706 -0.0800401589 54045.4531250000 0.0000000000 1.2163000000e-04 -0.0052000000 -0.0501000000 54045.45 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
475 2.5249533070e-04 -0.2559134544 -0.0350902735 54049.1406250000 0.0000000000 3.2013000000e-04 -0.3017000000 -0.0393000000 54049.14 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
476 8.8913278025e-05 -0.7586786935 -0.0810698380 54046.3906250000 0.0000000000 1.1604000000e-04 -0.7539000000 -0.0868000000 54046.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
477 1.3820908753e-04 0.6322307286 0.2085455148 54050.7226560000 0.0000000000 1.8410000000e-04 0.9360000000 0.1818000000 54050.72 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
478 1.8212533509e-04 0.6941732833 -0.0851467029 54051.3906250000 0.0000000000 2.3441000000e-04 0.6843000000 -0.0097000000 54051.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
479 1.0199386892e-04 1.8904234639 -0.0102601922 54054.4843750000 0.0000000000 1.2861000000e-04 2.1018000000 0.0336000000 54054.48 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
480 7.2702873401e-05 -0.6672674875 0.0899650122 54048.0859380000 0.0000000000 8.8735000000e-05 -0.2860000000 0.0635000000 54048.09 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
481 2.1366243236e-04 0.1555504766 -0.0759617421 54053.1601560000 0.0000000000 2.7907000000e-04 0.3926000000 -0.1046000000 54053.16 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
482 1.6523915310e-04 -0.1312298355 0.0013472736 54052.8476560000 0.0000000000 2.0757000000e-04 0.2994000000 -0.0401000000 54052.85 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
483 2.3722019439e-04 -1.7476380022 0.0795176587 54053.9023440000 0.0000000000 3.2359000000e-04 -1.6000000000 0.0826000000 54053.90 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
484 1.6285374458e-04 -1.5034307618 0.0684639183 54052.3828120000 0.0000000000 2.1701000000e-04 -1.5092000000 0.0729000000 54052.38 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
485 1.1849418455e-04 0.8170770550 -0.0293212850 54356.9414060000 0.0000000000 1.5737000000e-04 0.6685000000 -0.0489000000 54356.94 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
486 4.2175896350e-04 0.8456871344 0.1269033507 54353.8281250000 0.0000000000 5.4404000000e-04 0.7630000000 0.1555000000 54353.83 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
487 9.9068970514e-05 1.7624954574 0.1584027238 54357.0000000000 0.0000000000 1.1996000000e-04 1.9005000000 0.1540000000 54357.00 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
488 8.2945553839e-05 -0.1150430397 0.0505161772 54358.1054690000 0.0000000000 1.0650000000e-04 -0.1814000000 0.0543000000 54358.11 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
489 2.5303030608e-04 0.5693154796 -0.0719847252 54351.5273440000 0.0000000000 3.2682000000e-04 0.6205000000 -0.0931000000 54351.53 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
490 1.1883409398e-04 1.3006855132 0.0237600784 54353.0234380000 0.0000000000 1.4832000000e-04 1.1369000000 0.0452000000 54353.02 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
491 1.0514092484e-04 0.4374855375 -0.1476285382 54359.3750000000 0.0000000000 1.3075000000e-04 0.8239000000 -0.1094000000 54359.38 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
492 1.8279315596e-04 0.6616570478 -0.0178782824 54364.7578120000 0.0000000000 2.1838000000e-04 0.8996000000 0.0315000000 54364.76 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
493 1.5238171268e-04 -0.4494419653 0.0929834094 54370.4335940000 0.0000000000 1.9129000000e-04 -0.3329000000 0.0646000000 54370.43 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
494 1.5182803468e-03 0.9689858210 -0.0520246762 54372.3359380000 0.0000000000 1.8272000000e-03 1.0830000000 -0.0484000000 54372.34 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
495 2.3034438479e-03 -0.4867899890 0.0836794969 54367.0703120000 0.0000000000 3.0921000000e-03 -0.6770000000 0.0366000000 54367.07 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
496 1.1623405904e-04 1.0965144471 -0.0860714335 54355.2734380000 0.0000000000 1.5341000000e-04 0.9736000000 -0.0911000000 54355.27 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
497 1.2070072323e-04 -0.1522663342 0.0105824667 54367.0625000000 0.0000000000 1.5816000000e-04 -0.1034000000 0.0176000000 54367.06 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
498 8.8286432523e-05 1.0193162835 0.0130438826 54362.3906250000 0.0000000000 1.1137000000e-04 1.1118000000 -0.0183000000 54362.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
499 4.4079012397e-04 -0.6319699428 0.1306521350 54363.2382810000 0.0000000000 5.6222000000e-04 -0.6722000000 0.1448000000 54363.24 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
500 8.1989283106e-05 0.7496622072 -0.0689231205 54369.0664060000 0.0000000000 1.0454000000e-04 0.6397000000 -0.1119000000 54369.07 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
501 1.3732185948e-04 -0.4868570416 -0.0302999944 54373.1679690000 0.0000000000 1.7724000000e-04 -0.6488000000 -0.0247000000 54373.17 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
502 4.7131953828e-04 -0.9958557004 -0.1224375713 54372.9570310000 0.0000000000 5.8800000000e-04 -1.1427000000 -0.0904000000 54372.96 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
503 7.9006158103e-05 -2.4234108034 0.2868378070 54374.3593750000 0.0000000000 1.0440000000e-04 -2.5278000000 0.2785000000 54374.36 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
504 1.7299209056e-04 -0.0986366164 -0.1264450967 54375.4609380000 0.0000000000 2.0894000000e-04 0.1237000000 -0.0405000000 54375.46 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
505 2.6670585406e-04 0.4949622975 0.0893039440 54383.8203120000 0.0000000000 3.4380000000e-04 0.4656000000 0.0709000000 54383.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
506 2.0431940602e-04 -1.6920921899 -0.0771956470 54381.4218750000 0.0000000000 2.6843000000e-04 -1.6498000000 -0.0799000000 54381.42 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
507 6.5021658748e-05 -0.2344893539 0.0322465151 54381.4257810000 0.0000000000 8.4162000000e-05 -0.1818000000 0.0177000000 54381.43 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
508 8.0404468572e-05 1.1475918537 -0.0944781526 54390.1640620000 0.0000000000 1.0479000000e-04 1.1443000000 -0.1128000000 54390.16 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
509 1.9922870824e-04 0.9282349486 0.0213705256 54393.7812500000 0.0000000000 2.3827000000e-04 0.9997000000 0.0585000000 54393.78 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
510 9.2226626001e-05 -2.1582615176 -0.0478660519 54387.3906250000 0.0000000000 1.1532000000e-04 -2.1433000000 -0.0413000000 54387.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
511 2.1596469384e-04 -0.7434746693 0.0484572411 54383.7070310000 0.0000000000 2.7964000000e-04 -0.7498000000 0.0451000000 54383.71 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
512 3.6741056217e-04 1.0487836824 -0.0311186398 54387.8710940000 0.0000000000 4.5196000000e-04 0.9137000000 -0.0418000000 54387.87 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
513 3.3898261042e-04 0.5681342281 0.0202553797 54384.3945310000 0.0000000000 4.4111000000e-04 0.7596000000 0.0055000000 54384.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
514 1.3474911365e-04 -0.2044393955 -0.0116705643 54391.8320310000 0.0000000000 1.7122000000e-04 0.0220000000 0.0148000000 54391.83 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
515 6.5427448284e-05 -0.9154107240 0.0119349590 54385.0781250000 0.0000000000 8.0911000000e-05 -1.3994000000 0.0740000000 54385.08 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
516 7.8557462998e-05 0.3169983281 0.0536458257 54387.2617190000 0.0000000000 1.0172000000e-04 0.1612000000 0.0439000000 54387.26 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
517 1.1738261274e-04 0.9573408593 -0.0616311638 54392.8242190000 0.0000000000 1.4711000000e-04 0.9449000000 -0.0459000000 54392.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
518 1.2298714879e-04 0.4453529628 0.0170401423 54390.2773440000 0.0000000000 1.4660000000e-04 0.4606000000 -0.0034000000 54390.28 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
519 2.2322059051e-04 -1.3113994809 -0.0568336186 54383.0507810000 0.0000000000 2.9985000000e-04 -1.2052000000 -0.0871000000 54383.05 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
520 2.6974606478e-04 0.9452983879 0.0388339404 54392.3867190000 0.0000000000 3.4410000000e-04 0.7554000000 -0.0119000000 54392.39 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
521 2.4610260986e-04 0.2019391437 -0.0317563094 54385.9921880000 0.0000000000 3.1011000000e-04 0.2425000000 -0.0266000000 54385.99 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
522 5.0880460672e-05 -0.4119757400 0.0236992355 54386.8164060000 0.0000000000 6.4899000000e-05 -0.5529000000 0.0883000000 54386.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
523 6.6388625595e-05 -1.0037090257 -0.0668786780 54396.6953120000 0.0000000000 8.1206000000e-05 -0.9419000000 -0.0295000000 54396.70 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
524 9.6900028052e-05 -0.4994839314 -0.1325270158 54395.3164060000 0.0000000000 1.2658000000e-04 -0.6435000000 -0.1199000000 54395.32 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
525 5.6512777104e-05 1.5329824761 0.1574997943 54392.7656250000 0.0000000000 7.7067000000e-05 1.1062000000 0.0849000000 54392.77 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
526 9.4046688433e-05 1.4120854323 -0.1220692099 54389.8906250000 0.0000000000 1.1903000000e-04 1.3328000000 -0.1392000000 54389.89 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
527 8.1043889490e-05 -0.2461062378 0.0535516347 54395.2304690000 0.0000000000 1.0032000000e-04 -0.1536000000 0.0591000000 54395.23 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
528 8.8558315913e-05 1.4731437953 0.0401022206 54399.0039060000 0.0000000000 1.1565000000e-04 1.2344000000 0.0354000000 54399.00 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
529 1.0251993685e-03 0.9002016811 -0.0991358351 54399.7031250000 0.0000000000 1.2998000000e-03 1.1319000000 -0.1087000000 54399.70 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
530 1.1011120382e-04 -0.4986189484 0.0238940084 54394.9101560000 0.0000000000 1.3415000000e-04 -0.7186000000 0.0300000000 54394.91 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
531 4.5545074390e-05 -1.5721319012 0.0484083051 54390.3398440000 0.0000000000 5.8547000000e-05 -1.7416000000 0.0454000000 54390.34 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
532 1.4339310796e-04 0.9366966000 -0.0870685319 54397.3750000000 0.0000000000 1.8000000000e-04 1.1250000000 -0.0453000000 54397.38 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
533 4.8792961325e-05 -1.2124904546 -0.0341689153 54393.2148440000 0.0000000000 6.1277000000e-05 -1.4443000000 0.0183000000 54393.21 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
534 1.5311083099e-04 0.7495053796 0.0165752498 54398.7148440000 0.0000000000 1.8696000000e-04 0.9684000000 0.0414000000 54398.71 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
535 2.3317474354e-04 -0.7585283267 -0.0671869695 54401.0312500000 0.0000000000 2.9195000000e-04 -0.8217000000 -0.0244000000 54401.03 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
536 1.3704345788e-04 0.2405075799 0.0021210935 54403.5703120000 0.0000000000 1.7596000000e-04 0.3000000000 -0.0227000000 54403.57 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
537 1.0152969853e-04 0.2590785040 -0.0941831380 54401.8203120000 0.0000000000 1.3607000000e-04 0.0149000000 -0.0924000000 54401.82 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
538 1.3959297361e-04 -0.2045323213 0.0477455010 54404.4335940000 0.0000000000 1.7325000000e-04 -0.1946000000 0.1000000000 54404.43 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
539 9.5950253144e-05 0.1023845518 -0.0625450122 54406.1367190000 0.0000000000 1.1579000000e-04 0.0714000000 -0.0602000000 54406.14 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
540 1.6705936365e-04 0.7109777253 -0.0284659096 54407.6640620000 0.0000000000 2.2162000000e-04 0.9778000000 0.0180000000 54407.66 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
541 3.8829752726e-04 0.8171635076 -0.0792885549 54415.1210940000 0.0000000000 5.0297000000e-04 0.6609000000 -0.1230000000 54415.12 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
542 1.1469179054e-03 -1.7384482501 -0.0541397587 54412.7109380000 0.0000000000 1.5206000000e-03 -1.7390000000 -0.0616000000 54412.71 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
543 9.9250973232e-05 -0.0439517582 0.0487966230 54409.0703120000 0.0000000000 1.2674000000e-04 0.0398000000 0.0363000000 54409.07 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
544 5.6163398768e-05 -0.5843566324 -0.0832039839 54403.2812500000 0.0000000000 6.9479000000e-05 -1.2030000000 -0.0749000000 54403.28 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
545 3.1174668940e-04 0.5503429485 0.0240028780 54413.1328120000 0.0000000000 3.9077000000e-04 0.5406000000 0.0523000000 54413.13 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
546 1.2836030548e-04 -0.1560202855 0.1894434151 54407.1640620000 0.0000000000 1.6842000000e-04 0.1197000000 0.1631000000 54407.16 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
547 6.7525255325e-05 -0.2227036346 -0.1222455780 54407.8085940000 0.0000000000 8.9954000000e-05 -0.2575000000 -0.1191000000 54407.81 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
548 2.2378216719e-04 0.4333790718 -0.1193137184 53636.9375000000 0.0000000000 2.8866000000e-04 0.5077000000 -0.1264000000 53636.94 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
549 1.1947537775e-04 -3.0090291602 0.0136220943 54411.7382810000 0.0000000000 1.5510000000e-04 -3.1515000000 0.0536000000 54411.74 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
550 9.9693638637e-05 -0.6126807857 -0.1474723152 54416.8867190000 0.0000000000 1.2565000000e-04 -0.5105000000 -0.1151000000 54416.89 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
551 3.0951709524e-04 -0.0737875378 0.0150618920 54423.5859380000 0.0000000000 3.9991000000e-04 -0.0213000000 -0.0003000000 54423.59 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
552 1.3388740120e-04 -1.6666423951 -0.0758418666 54421.4648440000 0.0000000000 1.7628000000e-04 -1.5568000000 -0.1049000000 54421.46 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
553 2.7761213553e-04 0.0793445796 0.0824105267 54426.0703120000 0.0000000000 3.6924000000e-04 0.0763000000 0.0279000000 54426.07 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
554 1.5742202303e-04 1.3151925016 0.0565216453 54425.7109380000 0.0000000000 2.0368000000e-04 0.8458000000 0.0416000000 54425.71 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
555 4.7533680038e-04 -0.1866352303 0.0204012194 54427.2304690000 0.0000000000 6.5560000000e-04 -0.3999000000 -0.0478000000 54427.23 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
556 1.9382237528e-04 -1.4012689792 -0.1144709225 54425.9960940000 0.0000000000 2.3674000000e-04 -1.6294000000 -0.0291000000 54426.00 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
557 7.2802846836e-05 -0.3352227777 0.0431895354 53634.2695310000 0.0000000000 9.3743000000e-05 0.3036000000 0.0713000000 53634.27 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
558 3.2007718843e-04 0.4896383873 -0.2382663041 53630.5585940000 0.0000000000 3.7514000000e-04 0.6839000000 -0.1848000000 53630.56 -9.9000000000e+01 -99.0000000000 -99.0000000000 -99.0000000000
